name,type,website,headquarters,aliases,legal_entities,partners
Factor[e] Ventures,vc,https://factore.com,,Factor[e] Ventures;Factor[e],Factor[e] Ventures GmbH;Factor[e] Ventures LP,Lyndsay Handler;Rodney Carew
Foundation Capital,vc,https://foundationcapital.com,,Foundation Capital;Foundation,Foundation Capital GmbH;Foundation Capital LP,Jaya Gupta
Huck Capital,vc,https://huckcapital.com,,Huck Capital;Huck,Huck Capital GmbH;Huck Capital LP,
Xperiment Startup Studio,vc,https://xperiment.co,,Xperiment Startup Studio;Xperiment,Xperiment Startup Studio GmbH,
Incite.org,vc,https://incite.org,,Incite.org,Incite.org GmbH,
Renewal Funds,vc,https://renewalfunds.com,,Renewal Funds;Renewal,Renewal Funds GmbH,
Groundswell Ventures,vc,https://groundswell-ventures.com,,Groundswell Ventures;Groundswell,Groundswell Ventures GmbH;Groundswell Ventures LP,
DICP,vc,https://dicapital.com,,DICP,DICP GmbH,
Thin Line Capital,vc,https://thinlinecapital.com,,Thin Line Capital;Thin,Thin Line Capital GmbH;Thin Line Capital LP,
Better Ventures,vc,https://better.vc,,Better Ventures;Better,Better Ventures GmbH;Better Ventures LP,Katie Andresen
Greenbacker Group,vc,https://greenbackercapital.com,,Greenbacker Group;Greenbacker,Greenbacker Group GmbH,
3x5 Partners,vc,https://3x5partners.com,,3x5 Partners,3x5 Partners GmbH;3x5 Partners LP,
MoreVC,vc,https://morevc.com,,MoreVC,MoreVC GmbH,
Mission Driven,vc,https://missiondrivencp.com,,Mission Driven;Mission,Mission Driven GmbH,
leanox,vc,https://leanox.eu,,leanox,leanox GmbH,Thore Vogel;Johan Morales;Paulina Jänsch
Climatealignedcapital,vc,https://climatealignedcapital.com,,Climatealignedcapital,Climatealignedcapital GmbH,Amer Khan
Quilvest Capital Partners,vc,https://quilvestcapitalpartners.com,,Quilvest Capital Partners;Quilvest,Quilvest Capital Partners GmbH;Quilvest Capital Partners LP,
Auldbrass Partners,vc,https://auldbrasspartners.com,,Auldbrass Partners;Auldbrass,Auldbrass Partners GmbH;Auldbrass Partners LP,
Ramez Naam,vc,https://rameznaam.com,,Ramez Naam;Ramez,Ramez Naam GmbH,
SOUND VENTURES,vc,https://soundventures.com,,SOUND VENTURES;SOUND,SOUND VENTURES GmbH,
Obvious,vc,https://obvious.com,,Obvious,Obvious GmbH,Arek Zarowski;Andrew Beebe
Quantum Energy Partners,vc,https://quantumep.com,,Quantum Energy Partners;Quantum,Quantum Energy Partners GmbH;Quantum Energy Partners LP,
Flat World Partners,vc,https://flatworld-partners.com,,Flat World Partners;Flat,Flat World Partners GmbH;Flat World Partners LP,
New Climate Ventures,vc,https://newclimateventures.com,,New Climate Ventures,New Climate Ventures GmbH;New Climate Ventures LP,
gener8tor,vc,https://gener8tor.com,,gener8tor,gener8tor GmbH,Ryan Jeffery;Moritz Kappelsberger;Soham Dalal;Aidan Benkowski
Heartcore Capital,vc,https://heartcore.com,,Heartcore Capital;Heartcore,Heartcore Capital GmbH;Heartcore Capital LP,Levin Bunz;Paulina Koschitz;Felix Becker;Jimmy Nielsen
Hitachi Ventures,cvc,https://hitachi-ventures.com,,Hitachi Ventures;Hitachi,Hitachi Ventures GmbH;Hitachi Ventures LP,Stefan Gabriel;Jan Marchewski;Tobias Jahn;Galina Rachenkova;Galina Sagan
UCLB,vc,https://uclb.com,,UCLB,UCLB GmbH,Nicholas Yiu;Mark Harding;Frances McNab;Ethan Shah
Nauta Capital,vc,https://nautacapital.com,,Nauta Capital;Nauta,Nauta Capital GmbH;Nauta Capital LP,Theo Wethered;Juliane Elsner;Mariangela Cordella;Joshua Trup;Markus Düttmann
Raise Ventures,vc,https://raise.co,,Raise Ventures;Raise,Raise Ventures GmbH;Raise Ventures LP,Sophia Martin;Aglaé Le Drian;François Collet;Pierre-Edouard Berion;Eugénie Cuny
Remus Capital,vc,https://remuscap.com,,Remus Capital;Remus,Remus Capital GmbH;Remus Capital LP,Isabella Fantini
SecondMuse,vc,https://secondmuse.com,,SecondMuse,SecondMuse GmbH,Ryan Jones;Chante Harris;Javin Chan;Anj Noronha;Shelby Thompson
Siemens Energy,cvc,https://siemens-energy.com,,Siemens Energy;Siemens,Siemens Energy GmbH,Kendra Rauschenberger;Illai Gescheit;Heimo Friede;Dr. Yashar Musayev;Martina Bentele
Talis Capital,vc,https://taliscapital.com,,Talis Capital;Talis,Talis Capital GmbH;Talis Capital LP,Serena Taylor;Cecilia Manduca;Ellie Munford;Beatrice Aliprandi
Tomahawk.VC,vc,https://tomahawk.vc,,Tomahawk.VC,Tomahawk.VC GmbH,Connor Milner;Cédric Waldburger
United Ventures,vc,https://unitedventures.com,,United Ventures;United,United Ventures GmbH;United Ventures LP,Sara Lovato;Giulia Giovannini;Caterina Lurani
neosfer,cvc,https://neosfer.de,,neosfer,neosfer GmbH,Mara Steinbrenner;Christina Koch;Valeria Euler
Main Sequence Ventures,vc,https://mseq.vc,,Main Sequence Ventures;Main,Main Sequence Ventures GmbH;Main Sequence Ventures LP,Bill Bartee;Alezeia Brown
Assembly Ventures,vc,https://assemblyventures.com,,Assembly Ventures;Assembly,Assembly Ventures GmbH;Assembly Ventures LP,Felix Scheuffelen
astorya.vc,vc,https://astorya.vc,,astorya.vc,astorya.vc GmbH,Florian Graillot;Estefania Escobar
Signature Ventures,vc,https://signatureventures.com,,Signature Ventures;Signature,Signature Ventures GmbH;Signature Ventures LP,Florian Huber Signature VC;Juliane Hahn;Thomas Hessler;Anja Vc;Nikolai Vc
C4 Ventures,vc,https://c4v.com,,C4 Ventures,C4 Ventures GmbH;C4 Ventures LP,Alexandre Rossoz;Alexandre Errera;Diane Cagni
Wingman Ventures,vc,https://wingman.ch,,Wingman Ventures;Wingman,Wingman Ventures GmbH;Wingman Ventures LP,Pascal Mathis;Antonia Albert;Lukas Weder;Edouard Treccani;Alex Stöckl
sofinagroup,vc,https://sofinagroup.com,,sofinagroup,sofinagroup GmbH,Jean-François Burguet;Valérie Sprengers
All Iron Ventures,vc,https://alliron.vc,,All Iron Ventures,All Iron Ventures GmbH;All Iron Ventures LP,Robert Nowak;Patricia Draghici;Tomás Guida;Jaume Soler;Ainhoa Saralegui
Enzo Ventures,vc,https://enzoventures.eu,,Enzo Ventures;Enzo,Enzo Ventures GmbH;Enzo Ventures LP,Ivan Fernandez
L Catterton,vc,https://lcatterton.com,,L Catterton,L Catterton GmbH,Michael O'Leary;Julia Giorgio
NEA,vc,https://nea.com,,NEA,NEA GmbH,Daniel Lay
Gateway Ventures (former primeCROWD),vc,https://prime-crowd.com,,Gateway Ventures (former primeCROWD);Gateway,Gateway Ventures (former primeCROWD) GmbH;Gateway Ventures (former primeCROWD) LP,Svenja Lassen
Solanus,angel,https://solanus.vc,,Solanus,Solanus GmbH,Martin Ostermayer
VR Ventures,vc,https://vr-ventures.vc,,VR Ventures,VR Ventures GmbH;VR Ventures LP,
Cavalry Ventures,vc,https://cavalry.vc,,Cavalry Ventures;Cavalry,Cavalry Ventures GmbH;Cavalry Ventures LP,Simon Lohmann;Alessandra Mazzilli;Stefan Walter;Maxence Garnier;Lena Ostrovskih
Antler,vc,https://antler.co,,Antler,Antler GmbH,Marco Solinas;Ramona Liberoff;Sebastian Jorna;Yash Gadiya;Caetana Cruz
Carbon-drawdown.de,vc,,,Carbon-drawdown.de,Carbon-drawdown.de GmbH,
2bX,vc,https://2bx.vc,,2bX,2bX GmbH,Katharina Junglass;Martijn Balder;Elena de Lara Diaz 2bX;Jessica Fernsler;Katharina 2bX
Regenr8,vc,https://regenr8.earth,,Regenr8,Regenr8 GmbH,Rafael Aldon;Rob Garrett
Zu Na Mi,cvc,https://zufall.de,,Zu Na Mi,Zu Na Mi GmbH,Mark Henkel
Imperative Science Ventures,vc,https://imperative.vc,,Imperative Science Ventures;Imperative,Imperative Science Ventures GmbH;Imperative Science Ventures LP,
G2VP,vc,https://g2vp.com,,G2VP,G2VP GmbH,Ali Blake
SJF Ventures,vc,https://sjfventures.com,,SJF Ventures,SJF Ventures GmbH;SJF Ventures LP,Cody Nystrom
OGCI,government,https://oilandgasclimateinitiative.com,,OGCI,OGCI GmbH,Eliz Ozdemir
Frontline Ventures,vc,https://frontline.vc,,Frontline Ventures;Frontline,Frontline Ventures GmbH;Frontline Ventures LP,Zoe Chambers;Namratha Kothapalli;William McQuillan;Will Prendergast;Hannah Skingle
Net Zero Ventures,vc,https://netzeroventures.com,,Net Zero Ventures,Net Zero Ventures GmbH;Net Zero Ventures LP,Juan Rubio Plumed;Carlos Gonzalez;Natalia Ruiz Saez
Syngenta Ventures,cvc,https://syngentaventures.com,,Syngenta Ventures;Syngenta,Syngenta Ventures GmbH;Syngenta Ventures LP,
ALSTIN Capital,vc,https://alstin.de,,ALSTIN Capital;ALSTIN,ALSTIN Capital GmbH;ALSTIN Capital LP,Noel Zeh;Christina Schmidt;Sophie Tribius;Jan Schierle;Paula Rappenglück
www.10x.group,vc,https://10x.group,,www.10x.group,www.10x.group GmbH,Andreas Etten;Jan Becker;Heike Kohl;10x Funds
Famae Impact,vc,https://famaeimpact.com,,Famae Impact;Famae,Famae Impact GmbH,
Novo Holdings,cvc,https://novoholdings.dk,,Novo Holdings;Novo,Novo Holdings GmbH,Søren Hansen;Karim Aoussar
DOEN Participaties,vc,https://participaties.doen.nl,,DOEN Participaties;DOEN,DOEN Participaties GmbH,
Henkel Ventures,cvc,https://henkel-ventures.com,,Henkel Ventures;Henkel,Henkel Ventures GmbH;Henkel Ventures LP,Yannick Sonnenberg;Tobias Botenwerfer
bp,cvc,https://bp.com,,bp,bp GmbH,Yannis Perrakis;Laura McGourty;Erin Hallock;Rick Johnson;Ignacio Gimenez
Possibilian Ventures,vc,https://possibilian.vc,,Possibilian Ventures;Possibilian,Possibilian Ventures GmbH;Possibilian Ventures LP,
Bits x Bites,vc,https://bitsxbites.com,,Bits x Bites;Bits,Bits x Bites GmbH,
Evli Growth Partners,vc,https://egp.fi,,Evli Growth Partners;Evli,Evli Growth Partners GmbH;Evli Growth Partners LP,Pauliina Lämsä;Maiju Aspegren
New Wave,vc,https://newwave.vc,,New Wave,New Wave GmbH,Jean De La Rochebrochard
Future Positive Capital,vc,https://futurepositivecapital.com,,Future Positive Capital;Future,Future Positive Capital GmbH;Future Positive Capital LP,Alexandre Terrien;Sofia Hmich;Vincent Ruinet
Infinimeat,angel,,,Infinimeat,Infinimeat GmbH,Wilfried Gillrath;Shai Hershkovich;Julia Backmann;Mohammed Zulfiquar
ACE & Company,vc,https://aceandcompany.com,,ACE & Company,ACE & Company GmbH,Lex Chen;Alessandra Agnello
Grazia Equity,vc,https://grazia.com,,Grazia Equity;Grazia,Grazia Equity GmbH,Jochen Klüppel;Alec Rauschenbach
Wellington Partners,vc,https://wellington-partners.com,,Wellington Partners;Wellington,Wellington Partners GmbH;Wellington Partners LP,Rainer Strohmenger;Harald Keller
Venista Ventures,vc,https://venista-ventures.com,,Venista Ventures;Venista,Venista Ventures GmbH;Venista Ventures LP,Tobias Neveling;Malte von Euen
Shoreaventures,angel,https://shoreaventures.com,,Shoreaventures,Shoreaventures GmbH,Gary Kelling
BonVenture,vc,https://bonventure.de,,BonVenture,BonVenture GmbH,Jochen Herdrich;Sascha Lorenzen;Anna Blistein;Katharina Luft;Theresa Felder
Futury Capital,vc,https://futurycapital.vc,,Futury Capital;Futury,Futury Capital GmbH;Futury Capital LP,Jochen Herdrich;Benjamin Krahmer;Shahin Dashti;Nick Ehrich
5X Ventures,vc,https://5x-ventures.com,,5X Ventures,5X Ventures GmbH;5X Ventures LP,
Amplifier Ventures,vc,https://amplifierlab.io,,Amplifier Ventures;Amplifier,Amplifier Ventures GmbH;Amplifier Ventures LP,Neal Swaelens;Henry Palmer;Siobhan Brewster;Christian Oldendorff;Rui Hou
Storengy,cvc,https://storengy.com,,Storengy,Storengy GmbH,
M Ventures,cvc,https://m-ventures.com,,M Ventures,M Ventures GmbH;M Ventures LP,Alexander Hoffmann;Daniel Franke
SIGNA Group of Companies,cvc,https://signa.at,,SIGNA Group of Companies;SIGNA,SIGNA Group of Companies GmbH,Mark-Phillip Harre
CommerzVentures,cvc,https://commerzventures.com,,CommerzVentures,CommerzVentures GmbH;CommerzVentures LP,Patrick Meisberger;Paul Morgenthaler;Alexandre Moreillon;Judith Vogel;Lorenz Hering
Doral,cvc,https://doral-tech.com,,Doral,Doral GmbH,Adi Dagan
BuiltUp Ventures,vc,https://builtupventures.com,,BuiltUp Ventures;BuiltUp,BuiltUp Ventures GmbH;BuiltUp Ventures LP,
Terra Venture Partners,vc,https://terravp.com,,Terra Venture Partners;Terra,Terra Venture Partners GmbH;Terra Venture Partners LP,
Millenium Food-Tech,vc,https://millennium-ft.com,,Millenium Food-Tech;Millenium,Millenium Food-Tech GmbH,Yossi Halevy
Blu1877,cvc,https://blu1877.com,,Blu1877,Blu1877 GmbH,
Overkill Ventures,vc,https://overkill.vc,,Overkill Ventures;Overkill,Overkill Ventures GmbH;Overkill Ventures LP,David Ventzel
DLF Venture,vc,https://dlfventure.com,,DLF Venture,DLF Venture GmbH,
Brightlands Venture Partners,vc,https://brightlandsventurepartners.com,,Brightlands Venture Partners;Brightlands,Brightlands Venture Partners GmbH;Brightlands Venture Partners LP,Kim Boer;Marcel Zijp;Olga Goor
Navus Ventures B.V.,vc,https://navusventures.com,,Navus Ventures B.V.;Navus,Navus Ventures B.V. GmbH;Navus Ventures B.V. LP,Eduard Meijer
Somerset Capital Partners,vc,https://somerset.nl,,Somerset Capital Partners;Somerset,Somerset Capital Partners GmbH;Somerset Capital Partners LP,
ForestEffect Fund,vc,https://foresteffectfund.com,,ForestEffect Fund;ForestEffect,ForestEffect Fund GmbH,
Link Capital,vc,https://linkcapital.no,,Link Capital;Link,Link Capital GmbH;Link Capital LP,Henrik Amstutz
DNV GL,cvc,https://dnvgl.com,,DNV GL,DNV GL GmbH,Christian Mattlage
Ganexa Capital,vc,https://ganexacapital.com,,Ganexa Capital;Ganexa,Ganexa Capital GmbH;Ganexa Capital LP,
Sparking Capital,vc,https://sparkingcapital.com,,Sparking Capital;Sparking,Sparking Capital GmbH;Sparking Capital LP,Vlad Panait
VisVires New Protein,vc,https://visviresnewprotein.com,,VisVires New Protein;VisVires,VisVires New Protein GmbH,
Venture to Future Fund,government,https://vff.sk,,Venture to Future Fund;Venture,Venture to Future Fund GmbH,
EDP Ventures,cvc,https://edpventures.vc,,EDP Ventures,EDP Ventures GmbH;EDP Ventures LP,
Alfvén & Didrikson,vc,https://alfvendidrikson.com,,Alfvén & Didrikson;Alfvén,Alfvén & Didrikson GmbH,
Luminar Ventures,vc,https://luminarventures.com,,Luminar Ventures;Luminar,Luminar Ventures GmbH;Luminar Ventures LP,
Gullspång Re:food,vc,https://refood.vc,,Gullspång Re:food;Gullspång,Gullspång Re:food GmbH,Gustaf Brandberg
Walerud Ventures,vc,https://walerud.com,,Walerud Ventures;Walerud,Walerud Ventures GmbH;Walerud Ventures LP,
Brightly Ventures,vc,https://brightlyventures.com,,Brightly Ventures;Brightly,Brightly Ventures GmbH;Brightly Ventures LP,
Nicoya AB,vc,https://nicoya.se,,Nicoya AB;Nicoya,Nicoya AB GmbH,Lykke Westgren
backbonev2,vc,https://backboneventures.ch,,backbonev2,backbonev2 GmbH,
Business Growth Fund,vc,https://bgf.co.uk,,Business Growth Fund;Business,Business Growth Fund GmbH,
Columbia Lake Partners,vc,https://clpgrowth.com,,Columbia Lake Partners;Columbia,Columbia Lake Partners GmbH;Columbia Lake Partners LP,Imtiyaz Basharat
Foresight Group,vc,https://foresightgroup.eu,,Foresight Group;Foresight,Foresight Group GmbH,
HydrogenOne Capital,vc,https://hydrogenonecapital.com,,HydrogenOne Capital;HydrogenOne,HydrogenOne Capital GmbH;HydrogenOne Capital LP,
West Hill Capital,vc,https://westhillcapital.co.uk,,West Hill Capital;West,West Hill Capital GmbH;West Hill Capital LP,
Bamboo VC,vc,https://bamboovc.com,,Bamboo VC;Bamboo,Bamboo VC GmbH,
CapitalT,vc,https://capitaltvc.com,,CapitalT,CapitalT GmbH;CapitalT LP,Eva Mol;Janneke Niessen
EcoMachines Ventures,vc,https://ecomachinesventures.com,,EcoMachines Ventures;EcoMachines,EcoMachines Ventures GmbH;EcoMachines Ventures LP,
Playfair Capital,vc,https://playfaircapital.com,,Playfair Capital;Playfair,Playfair Capital GmbH;Playfair Capital LP,Jeevan Sunner;Andrew Sheffield;João Nunes;Clare Zhang;Henrik Sanchez
Waveline Ventures,vc,https://waveline.vc,,Waveline Ventures;Waveline,Waveline Ventures GmbH;Waveline Ventures LP,
Air Street Capital,vc,https://airstreet.com,,Air Street Capital,Air Street Capital GmbH;Air Street Capital LP,Nathan Benaich
Blue Wire Capital,vc,https://bluewirecapital.com,,Blue Wire Capital;Blue,Blue Wire Capital GmbH;Blue Wire Capital LP,Harley Green;Bertie Highmore;Andrei Tretyakov;Veronika Bruzuka
JamJar Investments,vc,https://jamjarinvestments.com,,JamJar Investments;JamJar,JamJar Investments GmbH,
Felix Capital,vc,https://felixcap.com,,Felix Capital;Felix,Felix Capital GmbH;Felix Capital LP,Angela Chou;Susan Lin;Antoine Nussenbaum
Concentric,vc,https://concentricteam.com,,Concentric,Concentric GmbH,Melissa Todisco
Ikigai Capital,vc,https://ikigai-capital.co.uk,,Ikigai Capital;Ikigai,Ikigai Capital GmbH;Ikigai Capital LP,
Luminous Ventures,vc,https://luminous.vc,,Luminous Ventures;Luminous,Luminous Ventures GmbH;Luminous Ventures LP,Rodrigo Leiva
TSP Ventures,vc,https://tspventures.co.uk,,TSP Ventures,TSP Ventures GmbH;TSP Ventures LP,George Dewdney
Vala Capital,vc,https://valacap.com,,Vala Capital;Vala,Vala Capital GmbH;Vala Capital LP,Lian Michelson
Break Off Capital,vc,https://breakoffcapital.com,,Break Off Capital;Break,Break Off Capital GmbH;Break Off Capital LP,
Climate Change Ventures,vc,https://ccventures.io,,Climate Change Ventures;Climate,Climate Change Ventures GmbH;Climate Change Ventures LP,
EMV Capital,vc,https://emvcapital.com,,EMV Capital,EMV Capital GmbH;EMV Capital LP,
First Imagine! Ventures,vc,https://firstimagine.com,,First Imagine! Ventures;First,First Imagine! Ventures GmbH;First Imagine! Ventures LP,Igor Ryapin
Conduit Ventures,vc,https://conduit-ventures.com,,Conduit Ventures;Conduit,Conduit Ventures GmbH;Conduit Ventures LP,
Expa,vc,https://expa.com,,Expa,Expa GmbH,Kristin Stannard
Lionheart Ventures,vc,https://lionheart.vc,,Lionheart Ventures;Lionheart,Lionheart Ventures GmbH;Lionheart Ventures LP,
Sustainable Food Ventures,vc,https://sustainablefoodventures.com,,Sustainable Food Ventures;Sustainable,Sustainable Food Ventures GmbH;Sustainable Food Ventures LP,
A100x,vc,https://a100x.com,,A100x,A100x GmbH,
Omidyar Technology Ventures,vc,https://omidyarventures.com,,Omidyar Technology Ventures;Omidyar,Omidyar Technology Ventures GmbH;Omidyar Technology Ventures LP,
Ozone Ventures,vc,https://ozonex.vc,,Ozone Ventures;Ozone,Ozone Ventures GmbH;Ozone Ventures LP,Caen Contee;Lea Bajc
Stray Dog Capital,vc,,,Stray Dog Capital;Stray,Stray Dog Capital GmbH;Stray Dog Capital LP,
Helena Capital Partners,vc,https://helenacapitalpartners.com,,Helena Capital Partners;Helena,Helena Capital Partners GmbH;Helena Capital Partners LP,
Atypical Ventures,vc,https://atypical.vc,,Atypical Ventures;Atypical,Atypical Ventures GmbH;Atypical Ventures LP,
Baleen Capital,vc,https://baleencap.com,,Baleen Capital;Baleen,Baleen Capital GmbH;Baleen Capital LP,
Breyer Capital,vc,https://breyercapital.com,,Breyer Capital;Breyer,Breyer Capital GmbH;Breyer Capital LP,Sophia Zou
Buoyant Ventures,vc,https://buoyant.vc,,Buoyant Ventures;Buoyant,Buoyant Ventures GmbH;Buoyant Ventures LP,Daniel Hullah
Norfolk Green Ventures,vc,https://norfolkgreenventures.com,,Norfolk Green Ventures;Norfolk,Norfolk Green Ventures GmbH;Norfolk Green Ventures LP,
Alante Capital,vc,https://alantecapital.com,,Alante Capital;Alante,Alante Capital GmbH;Alante Capital LP,
Almaz Capital,vc,https://almazcapital.com,,Almaz Capital;Almaz,Almaz Capital GmbH;Almaz Capital LP,
Evolution VC Partners,vc,https://evolutionvcp.com,,Evolution VC Partners;Evolution,Evolution VC Partners GmbH;Evolution VC Partners LP,
Bonnier Ventures,cvc,https://bonnierventures.com,,Bonnier Ventures;Bonnier,Bonnier Ventures GmbH;Bonnier Ventures LP,Jonas Von Hedenberg;Dajana Mirborn
Droege International Group,vc,https://droege-group.com,,Droege International Group;Droege,Droege International Group GmbH,Ernest Droege;Abdullah Celik
Impact Innovator,vc,https://impact-innovator.vc,,Impact Innovator;Impact,Impact Innovator GmbH,Alena Schollmayer
Spectrum Equity,vc,https://spectrumequity.com,,Spectrum Equity;Spectrum,Spectrum Equity GmbH,Ben Spero;John Connolly;Michael Farrell;Stuart Wilson;Gaurav Soman
Volery Capital Partners,vc,https://volerycapital.com,,Volery Capital Partners;Volery,Volery Capital Partners GmbH;Volery Capital Partners LP,Ellen Maginnis;Mackenzie Reinoso;Emanuel Citron
4p,vc,https://4p.capital,,4p,4p GmbH,Xavier Sarras;Sabine Flechet
Change Ventures,vc,https://changeventures.com,,Change Ventures;Change,Change Ventures GmbH;Change Ventures LP,Andris Berzins
Döhler Ventures,cvc,https://doehler-ventures.com,,Döhler Ventures;Döhler,Döhler Ventures GmbH;Döhler Ventures LP,Rodrigo Hortega de Velasco;Anton Koehler
Lunar Ventures,vc,https://lunarventures.eu,,Lunar Ventures;Lunar,Lunar Ventures GmbH;Lunar Ventures LP,Luis Shemtov;Mick Halsband;Benjamin Wolba;Jennifer Susek;Lawrence Lundy
Passion Capital,vc,https://passioncapital.com,,Passion Capital;Passion,Passion Capital GmbH;Passion Capital LP,Robert Dighero;Eileen Burbidge
Shortcut Ventures,vc,https://shortcut.vc,,Shortcut Ventures;Shortcut,Shortcut Ventures GmbH;Shortcut Ventures LP,Martin Ostermayer;Dirk Freise
Aera VC,vc,https://aera.vc,,Aera VC;Aera,Aera VC GmbH,Derek Hadley
Aspremont,vc,https://aspremont.co.uk,,Aspremont,Aspremont GmbH,
Auxxo Beteiligungen,vc,https://auxxo.de,,Auxxo Beteiligungen;Auxxo,Auxxo Beteiligungen GmbH,Gesa Miczaika;Bettine Schmitz;Carla Schell;Alena Redeker
BPO Capital,cvc,https://bpo.vc,,BPO Capital,BPO Capital GmbH;BPO Capital LP,Sarah Becktepe;Benjamin Schaper
Capnamic Ventures,vc,https://capnamic.com,,Capnamic Ventures;Capnamic,Capnamic Ventures GmbH;Capnamic Ventures LP,Joerg Binnenbruecker;Olaf Jacobi;Niklas Raberg;Dorothea Gotthardt;Jörg Binnenbrücker
Gruenderfonds Ruhr,government,https://gruenderfonds-ruhr.com,,Gruenderfonds Ruhr;Gruenderfonds,Gruenderfonds Ruhr GmbH,Jan Gräfe
2050,vc,https://2050.do,,2050,2050 GmbH,Marie Ekeland;Diana Krantz;Laurence Demus
Next Big Thing,vc,https://nextbigthing.ag,,Next Big Thing;Next,Next Big Thing GmbH,Yoann Berno;Terry Seal
Pelion Green Future,vc,https://peliongreenfuture.com,,Pelion Green Future;Pelion,Pelion Green Future GmbH,Michael Krause;Markus Lauko;Benedikt von Bary;Ivana Smolenova;Jan Krüger
360 Capital,vc,https://360cap.vc,,360 Capital,360 Capital GmbH;360 Capital LP,Luis Shemtov;Mick Halsband;Or Shemtov;Nader Sabbaghian;Sebastiano Silvestri
Blue Earth Capital,vc,https://blueearth.capital,,Blue Earth Capital;Blue,Blue Earth Capital GmbH;Blue Earth Capital LP,Urs Wietlisbach;Inês Rocha
Kärcher New Venture,cvc,https://kaercher.com,,Kärcher New Venture;Kärcher,Kärcher New Venture GmbH,Gabriele Straßburger;Merve Emir
Rubio,vc,https://rubio.vc,,Rubio,Rubio GmbH,Eske Scavenius;Ava van Vliet;Laura Cramer;Helmer Schukken;Edward van der Hout
MOMENI Development,cvc,https://momeni-group.com,,MOMENI Development;MOMENI,MOMENI Development GmbH,Ali-Reza Momeni;Juana Sacristan
Pymwymic,vc,https://pymwymic.com,,Pymwymic,Pymwymic GmbH,Maarten van Dam Pymwymic;Carolina Monaco;Monique Pymwymic;Rogier Pieterse;Isabel Pymwymic
Revaia,vc,https://revaia.com,,Revaia,Revaia GmbH,Robin Haak;Solena Briand;Alice Albiazzi;Elina Berrebi;Jean-David Herld
Vidiaventures,vc,https://vidiaequity.com,,Vidiaventures,Vidiaventures GmbH,Joel El-Qalqili;Young-jin Choi;Johanna Struthmann
XAnge,vc,https://xange.fr,,XAnge,XAnge GmbH,Baraër Arnaud;Ouardani Fadwa;Moulle-berteaux Astrid;Bresous Nadja;Valerie Boenstroem
Redstone,vc,https://redstone.vc,,Redstone,Redstone GmbH,Philipp Werner;Mohamed Foulser;Samuli Siren;Sarah Neuenschwander;Stefano Gurciullo
IndieBio,vc,https://indiebio.co,,IndieBio,IndieBio GmbH,Po Bronson;Westley Dang;Pae Wu
Pachamama Ventures,vc,,,Pachamama Ventures;Pachamama,Pachamama Ventures GmbH;Pachamama Ventures LP,Karen Sheffield
OsneyCapital,vc,https://osneycapital.com,,OsneyCapital,OsneyCapital GmbH;OsneyCapital LP,Joshua Walter
XPRESS Ventures,cvc,https://xpress.ventures,,XPRESS Ventures;XPRESS,XPRESS Ventures GmbH;XPRESS Ventures LP,Matthias Friese;Ole-Tjaden Poppinga
NewEnergyTechnology,vc,https://newenergytechnology.com.au,,NewEnergyTechnology,NewEnergyTechnology GmbH,Greg Stace;Rowan Logie;Côme Gérôme
YES!Delft,vc,https://yesdelft.nl,,YES!Delft,YES!Delft GmbH,Cailin Greiner;Jesse van Bemmelen;Domenico Tarantini
Angel Investors Network,angel,https://angelinvestorsnetwork.com,,Angel Investors Network;Angel,Angel Investors Network GmbH,
Solasta Ventures,vc,https://solasta-ventures.com,,Solasta Ventures;Solasta,Solasta Ventures GmbH;Solasta Ventures LP,
Vaekstfonden,government,https://vf.dk,,Vaekstfonden,Vaekstfonden GmbH,Anne Sophie Vinther Hansen;Frederik von Bennigsen;Nicklas Jensen;Erik Bindslev;Peter Bo
University of Michigan Social Venture Club,vc,https://zli.umich.edu,,University of Michigan Social Venture Club;University,University of Michigan Social Venture Club GmbH,
Mach49,cvc,https://mach49.com,,Mach49,Mach49 GmbH,Chris Lindener
Urbanist Ventures,angel,https://urbanist.vc,,Urbanist Ventures;Urbanist,Urbanist Ventures GmbH;Urbanist Ventures LP,
Ligo Partners LLC,vc,https://ligopartners.com,,Ligo Partners LLC;Ligo,Ligo Partners LLC GmbH;Ligo Partners LLC LP,Travis Bruffy
Sustainable Ventures,vc,https://sustainableventures.co.uk,,Sustainable Ventures;Sustainable,Sustainable Ventures GmbH;Sustainable Ventures LP,Lee-Ann Perkins;Shruti Iyengar;Henry Hamilton;Babette Van Gerwen;Samira G
Satgana,vc,https://satgana.com,,Satgana,Satgana GmbH,Romain Diaz;Arunav Pal;Alexandre Perry;Anil Maguru;Aniri Maguru
GAIA Impact Fund,vc,https://gaia-impactfund.com,,GAIA Impact Fund;GAIA,GAIA Impact Fund GmbH,Hélène Demaegdt
Beyond Form,vc,https://beyondform.io,,Beyond Form;Beyond,Beyond Form GmbH,
Happiness Ventures,vc,https://happinessvc.com,,Happiness Ventures;Happiness,Happiness Ventures GmbH;Happiness Ventures LP,
Wermut Asset Management,vc,https://wermutham.com,,Wermut Asset Management;Wermut,Wermut Asset Management GmbH,Harris Azhar;Jochen Wermuth;Claas Helmke;Natalja Press;Polina Burnos
